Ticker,Name,Price,Market Cap,GICS Ind Name,GICS Sector,Sec Type
TXN UW Equity,Texas Instruments Inc,184.3,168396259328,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
WFC UN Equity,Wells Fargo & Co,43.76,165983846400,Banks,Financials,Common Stock
AMD UW Equity,Advanced Micro Devices Inc,102.31,165161172992,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
BMY UN Equity,Bristol-Myers Squibb Co,72.12,153994608640,Pharmaceuticals,Health Care,Common Stock
PM UN Equity,Philip Morris International Inc,97.6,151295934464,Tobacco,Consumer Staples,Common Stock
LIN UN Equity,Linde PLC,301.97,150491463680,Chemicals,Materials,Common Stock
MS UN Equity,Morgan Stanley,86.13,147870253056,Capital Markets,Financials,Common Stock
INTC UW Equity,Intel Corp,35.39,145311334400,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
UNP UN Equity,Union Pacific Corp,228.62,142768291840,Road & Rail,Industrials,Common Stock
RTX UN Equity,Raytheon Technologies Corp,93.03,137360105472,Aerospace & Defense,Industrials,Common Stock
CVS UN Equity,CVS Health Corp,102.26,134249873408,Health Care Providers & Services,Health Care,Common Stock
INTU UW Equity,Intuit Inc,468.99,132291305472,Software,Information Technology,Common Stock
AMGN UW Equity,Amgen Inc,246.25,131726721024,Biotechnology,Health Care,Common Stock
SCHW UN Equity,Charles Schwab Corp/The,69.31,131436085248,Capital Markets,Financials,Common Stock
T UN Equity,AT&T Inc,18.35,130762096640,Diversified Telecommunication Services,Communication Services,Common Stock
HON UW Equity,Honeywell International Inc,192.27,129530822656,Industrial Conglomerates,Industrials,Common Stock
LOW UN Equity,Lowe's Cos Inc,199.08,127237767168,Specialty Retail,Consumer Discretionary,Common Stock
AMT UN Equity,American Tower Corp,272.19,126728101888,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
SPGI UN Equity,S&P Global Inc,376.65,125612777472,Capital Markets,Financials,Common Stock
MDT UN Equity,Medtronic PLC,93.28,123942002688,Health Care Equipment & Supplies,Health Care,Common Stock
IBM UN Equity,International Business Machines Corp,132.48,119653335040,IT Services,Information Technology,Common Stock
GS UN Equity,Goldman Sachs Group Inc/The,334.67,119128244224,Capital Markets,Financials,Common Stock
COP UN Equity,ConocoPhillips,92.85,118201147392,"Oil, Gas & Consumable Fuels",Energy,Common Stock
AXP UN Equity,American Express Co,157.51,118092775424,Consumer Finance,Financials,Common Stock
ELV UN Equity,Elevance Health Inc,475.13,114031525888,Health Care Providers & Services,Health Care,Common Stock
LMT UN Equity,Lockheed Martin Corp,426.41,113063559168,Aerospace & Defense,Industrials,Common Stock
PYPL UW Equity,PayPal Holdings Inc,95.32,110235279360,IT Services,Information Technology,Common Stock
BLK UN Equity,BlackRock Inc,695.93,105597206528,Capital Markets,Financials,Common Stock
DE UN Equity,Deere & Co,343.31,104927780864,Machinery,Industrials,Common Stock
ADP UW Equity,Automatic Data Processing Inc,247.2,102715801600,IT Services,Information Technology,Common Stock
NFLX UW Equity,Netflix Inc,226.78,100850335744,Entertainment,Communication Services,Common Stock
C UN Equity,Citigroup Inc,51.66,100050419712,Banks,Financials,Common Stock
NOW UN Equity,ServiceNow Inc,494.85,99959701504,Software,Information Technology,Common Stock
SBUX UW Equity,Starbucks Corp,85.73,98366603264,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
BA UN Equity,Boeing Co/The,165.04,98002591744,Aerospace & Defense,Industrials,Common Stock
CAT UN Equity,Caterpillar Inc,185.39,97869078528,Machinery,Industrials,Common Stock
PLD UN Equity,Prologis Inc,131.39,97273847808,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
EL UN Equity,Estee Lauder Cos Inc/The,270.74,96748183552,Personal Products,Consumer Staples,Common Stock
AMAT UW Equity,Applied Materials Inc,109.62,95363620864,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
ADI UW Equity,Analog Devices Inc,177.25,92135620608,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
MDLZ UW Equity,Mondelez International Inc,63.77,87401005056,Food Products,Consumer Staples,Common Stock
CI UN Equity,Cigna Corp,281.77,85972590592,Health Care Providers & Services,Health Care,Common Stock
ISRG UW Equity,Intuitive Surgical Inc,240.32,85820964864,Health Care Equipment & Supplies,Health Care,Common Stock
CHTR UW Equity,Charter Communications Inc,462.98,85779562496,Media,Communication Services,Common Stock
DUK UN Equity,Duke Energy Corp,109.16,84053196800,Electric Utilities,Utilities,Common Stock
MMM UN Equity,3M Co,147.41,83965313024,Industrial Conglomerates,Industrials,Common Stock
MMC UN Equity,Marsh & McLennan Cos Inc,165.6,82637324288,Insurance,Financials,Common Stock
SO UN Equity,Southern Co/The,77.27,82101280768,Electric Utilities,Utilities,Common Stock
ZTS UN Equity,Zoetis Inc,174.61,81741676544,Pharmaceuticals,Health Care,Common Stock
SYK UN Equity,Stryker Corp,215.79,81637826560,Health Care Equipment & Supplies,Health Care,Common Stock
GE UN Equity,General Electric Co,74.36,81539686400,Industrial Conglomerates,Industrials,Common Stock
MO UN Equity,Altria Group Inc,44.1,79416311808,Tobacco,Consumer Staples,Common Stock
CB UN Equity,Chubb Ltd,185.32,77397303296,Insurance,Financials,Common Stock
CCI UN Equity,Crown Castle Inc,178.4,77254205440,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
TGT UN Equity,Target Corp,166.13,77033881600,Multiline Retail,Consumer Discretionary,Common Stock
GILD UW Equity,Gilead Sciences Inc,61.09,76626010112,Biotechnology,Health Care,Common Stock
BKNG UW Equity,Booking Holdings Inc,1924.97,76433334272,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
NOC UN Equity,Northrop Grumman Corp,477.59,73888571392,Aerospace & Defense,Industrials,Common Stock
VRTX UW Equity,Vertex Pharmaceuticals Inc,288.03,73868025856,Biotechnology,Health Care,Common Stock
TJX UN Equity,TJX Cos Inc/The,62.82,73602170880,Specialty Retail,Consumer Discretionary,Common Stock
MRNA UW Equity,Moderna Inc,186.84,73091719168,Biotechnology,Health Care,Common Stock
CME UW Equity,CME Group Inc,202.15,72660074496,Capital Markets,Financials,Common Stock
BDX UN Equity,Becton Dickinson and Co,254.23,72505155584,Health Care Equipment & Supplies,Health Care,Common Stock
LRCX UW Equity,Lam Research Corp,519.97,71222894592,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
CSX UW Equity,CSX Corp,33.11,70896492544,Road & Rail,Industrials,Common Stock
USB UN Equity,US Bancorp,47.39,70411304960,Banks,Financials,Common Stock
WM UN Equity,Waste Management Inc,168.83,69783470080,Commercial Services & Supplies,Industrials,Common Stock
PGR UN Equity,Progressive Corp/The,118.28,69183766528,Insurance,Financials,Common Stock
MU UW Equity,Micron Technology Inc,62.46,68902445056,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
PNC UN Equity,PNC Financial Services Group Inc/The,167.04,68507115520,Banks,Financials,Common Stock
FISV UW Equity,Fiserv Inc,106.08,67847106560,IT Services,Information Technology,Common Stock
CL UN Equity,Colgate-Palmolive Co,80.43,67088285696,Household Products,Consumer Staples,Common Stock
D UN Equity,Dominion Energy Inc,82.57,66986594304,Multi-Utilities,Utilities,Common Stock
REGN UW Equity,Regeneron Pharmaceuticals Inc,613.61,66888597504,Biotechnology,Health Care,Common Stock
TFC UN Equity,Truist Financial Corp,50.1,66452312064,Banks,Financials,Common Stock
EW UN Equity,Edwards Lifesciences Corp,106.12,65788358656,Health Care Equipment & Supplies,Health Care,Common Stock
ITW UN Equity,Illinois Tool Works Inc,210.76,65255870464,Machinery,Industrials,Common Stock
EQIX UW Equity,Equinix Inc,697.51,63525851136,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
ATVI UW Equity,Activision Blizzard Inc,80.49,62967857152,Entertainment,Communication Services,Common Stock
GD UN Equity,General Dynamics Corp,228.76,62736564224,Aerospace & Defense,Industrials,Common Stock
EOG UN Equity,EOG Resources Inc,107.01,62712623104,"Oil, Gas & Consumable Fuels",Energy,Common Stock
F UN Equity,Ford Motor Co,15.3,61509632000,Automobiles,Consumer Discretionary,Common Stock
SHW UN Equity,Sherwin-Williams Co/The,237.08,61447118848,Chemicals,Materials,Common Stock
HUM UN Equity,Humana Inc,484.02,61254520832,Health Care Providers & Services,Health Care,Common Stock
HCA UN Equity,HCA Healthcare Inc,212.81,61081747456,Health Care Providers & Services,Health Care,Common Stock
FDX UN Equity,FedEx Corp,234.89,61035147264,Air Freight & Logistics,Industrials,Common Stock
AON UN Equity,Aon PLC,287.53,60647424000,Insurance,Financials,Common Stock
ETN UN Equity,Eaton Corp PLC,148.65,59207294976,Electrical Equipment,Industrials,Common Stock
FIS UN Equity,Fidelity National Information Services I,97.37,59198873600,IT Services,Information Technology,Common Stock
NSC UN Equity,Norfolk Southern Corp,251.02,58957983744,Road & Rail,Industrials,Common Stock
ICE UN Equity,Intercontinental Exchange Inc,105.02,58649284608,Capital Markets,Financials,Common Stock
BSX UN Equity,Boston Scientific Corp,40.94,58610290688,Health Care Equipment & Supplies,Health Care,Common Stock
APD UN Equity,Air Products and Chemicals Inc,262.64,58253283328,Chemicals,Materials,Common Stock
PSA UN Equity,Public Storage,331.2,58139467776,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
DG UN Equity,Dollar General Corp,253.08,57448407040,Multiline Retail,Consumer Discretionary,Common Stock
SNPS UW Equity,Synopsys Inc,374.29,57255235584,Software,Information Technology,Common Stock
MCO UN Equity,Moody's Corp,311.07,57081344000,Capital Markets,Financials,Common Stock
KLAC UW Equity,KLA Corp,395.74,56117428224,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
OXY UN Equity,Occidental Petroleum Corp,59.01,54967341056,"Oil, Gas & Consumable Fuels",Energy,Common Stock
KDP UW Equity,Keurig Dr Pepper Inc,38.72,54830239744,Beverages,Consumer Staples,Common Stock
EMR UN Equity,Emerson Electric Co,90.39,53691658240,Electrical Equipment,Industrials,Common Stock
CNC UN Equity,Centene Corp,93.05,53180915712,Health Care Providers & Services,Health Care,Common Stock
GM UN Equity,General Motors Co,36.06,52577247232,Automobiles,Consumer Discretionary,Common Stock
PXD UN Equity,Pioneer Natural Resources Co,217.15,51826528256,"Oil, Gas & Consumable Fuels",Energy,Common Stock
AEP UW Equity,American Electric Power Co Inc,99.46,51095982080,Electric Utilities,Utilities,Common Stock
CDNS UW Equity,Cadence Design Systems Inc,186.55,51090448384,Software,Information Technology,Common Stock
MAR UW Equity,Marriott International Inc/MD,157.01,50957807616,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
MET UN Equity,MetLife Inc,63.3,50488987648,Insurance,Financials,Common Stock
SRE UN Equity,Sempra Energy,159.79,50222751744,Multi-Utilities,Utilities,Common Stock
MCK UN Equity,McKesson Corp,346.69,49829912576,Health Care Providers & Services,Health Care,Common Stock
SLB UN Equity,Schlumberger NV,34.66,49022697472,Energy Equipment & Services,Energy,Common Stock
ADSK UW Equity,Autodesk Inc,221.7,48169246720,Software,Information Technology,Common Stock
MNST UW Equity,Monster Beverage Corp,91.38,48146796544,Beverages,Consumer Staples,Common Stock
NXPI UW Equity,NXP Semiconductors NV,181.66,47703638016,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
ECL UN Equity,Ecolab Inc,166.5,47450701824,Chemicals,Materials,Common Stock
STZ UN Equity,Constellation Brands Inc,244.36,46654820352,Beverages,Consumer Staples,Common Stock
PAYX UW Equity,Paychex Inc,129.55,46625935360,IT Services,Information Technology,Common Stock
HSY UN Equity,Hershey Co/The,227.11,46553788416,Food Products,Consumer Staples,Common Stock
ADM UN Equity,Archer-Daniels-Midland Co,82.76,46392074240,Food Products,Consumer Staples,Common Stock
APH UN Equity,Amphenol Corp,77.54,46122975232,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
KHC UW Equity,Kraft Heinz Co/The,37.57,46039773184,Food Products,Consumer Staples,Common Stock
ROP UN Equity,Roper Technologies Inc,431.92,45787684864,Software,Information Technology,Common Stock
GIS UN Equity,General Mills Inc,76.17,45485559808,Food Products,Consumer Staples,Common Stock
ORLY UW Equity,O'Reilly Automotive Inc,709.01,45201395712,Specialty Retail,Consumer Discretionary,Common Stock
KMB UN Equity,Kimberly-Clark Corp,133.38,45032058880,Household Products,Consumer Staples,Common Stock
MPC UN Equity,Marathon Petroleum Corp,90.22,44985864192,"Oil, Gas & Consumable Fuels",Energy,Common Stock
O UN Equity,Realty Income Corp,72.76,44934934528,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
LHX UN Equity,L3Harris Technologies Inc,234.58,44887621632,Aerospace & Defense,Industrials,Common Stock
RSG UN Equity,Republic Services Inc,141.9,44830937088,Commercial Services & Supplies,Industrials,Common Stock
CMG UN Equity,Chipotle Mexican Grill Inc,1600.78,44445089792,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
SYY UN Equity,Sysco Corp,86.25,43942289408,Food & Staples Retailing,Consumer Staples,Common Stock
EXC UW Equity,Exelon Corp,44.77,43880730624,Electric Utilities,Utilities,Common Stock
IQV UN Equity,IQVIA Holdings Inc,234.74,43780870144,Life Sciences Tools & Services,Health Care,Common Stock
FCX UN Equity,Freeport-McMoRan Inc,30.27,43264012288,Metals & Mining,Materials,Common Stock
CTAS UW Equity,Cintas Corp,423.61,42864283648,Commercial Services & Supplies,Industrials,Common Stock
AZO UN Equity,AutoZone Inc,2195.1899,42778984448,Specialty Retail,Consumer Discretionary,Common Stock
TEL UN Equity,TE Connectivity Ltd,133.14,42583359488,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
FTNT UW Equity,Fortinet Inc,53.39,42099122176,Software,Information Technology,Common Stock
CTVA UN Equity,Corteva Inc,57.9,41996029952,Chemicals,Materials,Common Stock
MSI UN Equity,Motorola Solutions Inc,250.21,41756327936,Communications Equipment,Information Technology,Common Stock
VLO UN Equity,Valero Energy Corp,104.99,41362948096,"Oil, Gas & Consumable Fuels",Energy,Common Stock
AIG UN Equity,American International Group Inc,51.83,41059311616,Insurance,Financials,Common Stock
COF UN Equity,Capital One Financial Corp,106.33,40811339776,Consumer Finance,Financials,Common Stock
ENPH UQ Equity,Enphase Energy Inc,300.91,40760446976,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
XEL UW Equity,Xcel Energy Inc,73.8,40367960064,Electric Utilities,Utilities,Common Stock
PSX UN Equity,Phillips 66,83.76,40292839424,"Oil, Gas & Consumable Fuels",Energy,Common Stock
MSCI UN Equity,MSCI Inc,496.18,39943950336,Capital Markets,Financials,Common Stock
A UN Equity,Agilent Technologies Inc,133.61,39910383616,Life Sciences Tools & Services,Health Care,Common Stock
MCHP UW Equity,Microchip Technology Inc,71.46,39480520704,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
KMI UN Equity,Kinder Morgan Inc,17.47,39359926272,"Oil, Gas & Consumable Fuels",Energy,Common Stock
WMB UN Equity,Williams Cos Inc/The,32.22,39261040640,"Oil, Gas & Consumable Fuels",Energy,Common Stock
ANET UN Equity,Arista Networks Inc,126.68,38546247680,Communications Equipment,Information Technology,Common Stock
DLR UN Equity,Digital Realty Trust Inc,129.47,38026285056,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
JCI UN Equity,Johnson Controls International plc,55.1,37953445888,Building Products,Industrials,Common Stock
TRV UN Equity,Travelers Cos Inc/The,158.96,37723291648,Insurance,Financials,Common Stock
PH UN Equity,Parker-Hannifin Corp,292.82,37589893120,Machinery,Industrials,Common Stock
AFL UN Equity,Aflac Inc,59.43,37554794496,Insurance,Financials,Common Stock
AJG UN Equity,Arthur J Gallagher & Co,178.51,37547077632,Insurance,Financials,Common Stock
SBAC UW Equity,SBA Communications Corp,345.4,37261180928,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
DVN UN Equity,Devon Energy Corp,56.65,37094420480,"Oil, Gas & Consumable Fuels",Energy,Common Stock
DLTR UW Equity,Dollar Tree Inc,164.97,37045010432,Multiline Retail,Consumer Discretionary,Common Stock
EA UW Equity,Electronic Arts Inc,132.56,37024821248,Entertainment,Communication Services,Common Stock
DOW UN Equity,Dow Inc,51.49,36978442240,Chemicals,Materials,Common Stock
WELL UN Equity,Welltower Inc,80.68,36626120704,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
NUE UN Equity,Nucor Corp,136.64,36346241024,Metals & Mining,Materials,Common Stock
PRU UN Equity,Prudential Financial Inc,96.51,35959627776,Insurance,Financials,Common Stock
BF/B UN Equity,Brown-Forman Corp,75.54,35854360576,Beverages,Consumer Staples,Common Stock
TT UN Equity,Trane Technologies PLC,154.34,35763257344,Building Products,Industrials,Common Stock
HLT UN Equity,Hilton Worldwide Holdings Inc,130.32,35745132544,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
CTSH UW Equity,Cognizant Technology Solutions Corp,68.72,35582181376,IT Services,Information Technology,Common Stock
NEM UN Equity,Newmont Corp,44.77,35533074432,Metals & Mining,Materials,Common Stock
GPN UN Equity,Global Payments Inc,128.0,35476848640,IT Services,Information Technology,Common Stock
WBD UW Equity,Warner Bros Discovery Inc,14.59,35418578944,Entertainment,Communication Services,Common Stock
RMD UN Equity,ResMed Inc,241.8,35371630592,Health Care Equipment & Supplies,Health Care,Common Stock
CARR UN Equity,Carrier Global Corp,41.88,35245514752,Building Products,Industrials,Common Stock
ILMN UW Equity,Illumina Inc,223.77,35154268160,Life Sciences Tools & Services,Health Care,Common Stock
BK UN Equity,Bank of New York Mellon Corp/The,43.5,35152490496,Capital Markets,Financials,Common Stock
DXCM UW Equity,Dexcom Inc,89.09,34975109120,Health Care Equipment & Supplies,Health Care,Common Stock
SPG UN Equity,Simon Property Group Inc,106.5,34863808512,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
TDG UN Equity,TransDigm Group Inc,638.3,34854752256,Aerospace & Defense,Industrials,Common Stock
HPQ UN Equity,HP Inc,33.58,34726359040,"Technology Hardware, Storage & Peripherals",Information Technology,Common Stock
ED UN Equity,Consolidated Edison Inc,97.19,34461831168,Multi-Utilities,Utilities,Common Stock
IDXX UW Equity,IDEXX Laboratories Inc,407.78,33949196288,Health Care Equipment & Supplies,Health Care,Common Stock
ODFL UW Equity,Old Dominion Freight Line Inc,303.17,33886484480,Road & Rail,Industrials,Common Stock
KR UN Equity,Kroger Co/The,47.25,33810227200,Food & Staples Retailing,Consumer Staples,Common Stock
YUM UN Equity,Yum! Brands Inc,118.42,33749700608,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
WBA UW Equity,Walgreens Boots Alliance Inc,38.99,33697366016,Food & Staples Retailing,Consumer Staples,Common Stock
OTIS UN Equity,Otis Worldwide Corp,79.32,33332770816,Machinery,Industrials,Common Stock
VICI UN Equity,VICI Properties Inc,34.45,33178568704,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
TWTR UN Equity,Twitter Inc,42.52,32538265600,Interactive Media & Services,Communication Services,Common Stock
WEC UN Equity,WEC Energy Group Inc,103.12,32527609856,Multi-Utilities,Utilities,Common Stock
IFF UN Equity,International Flavors & Fragrances Inc,126.74,32298170368,Chemicals,Materials,Common Stock
PEG UN Equity,Public Service Enterprise Group Inc,64.74,32296206336,Multi-Utilities,Utilities,Common Stock
HES UN Equity,Hess Corp,102.89,31856277504,"Oil, Gas & Consumable Fuels",Energy,Common Stock
PCAR UW Equity,PACCAR Inc,91.13,31687608320,Machinery,Industrials,Common Stock
BIIB UW Equity,Biogen Inc,218.2,31663667200,Biotechnology,Health Care,Common Stock
ALL UN Equity,Allstate Corp/The,117.0,31624583168,Insurance,Financials,Common Stock
TSN UN Equity,Tyson Foods Inc,87.45,31617490944,Food Products,Consumer Staples,Common Stock
MTB UN Equity,M&T Bank Corp,178.77,31394514944,Banks,Financials,Common Stock
ES UN Equity,Eversource Energy,90.38,31311546368,Electric Utilities,Utilities,Common Stock
VRSK UW Equity,Verisk Analytics Inc,198.38,31137716224,Professional Services,Industrials,Common Stock
CMI UN Equity,Cummins Inc,220.02,31021131776,Machinery,Industrials,Common Stock
CPRT UW Equity,Copart Inc,129.22,30712049664,Commercial Services & Supplies,Industrials,Common Stock
FAST UW Equity,Fastenal Co,52.95,30429241344,Trading Companies & Distributors,Industrials,Common Stock
MTD UN Equity,Mettler-Toledo International Inc,1347.72,30332608512,Life Sciences Tools & Services,Health Care,Common Stock
GLW UN Equity,Corning Inc,35.8,30262388736,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
KEYS UN Equity,Keysight Technologies Inc,167.26,30097754112,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
PPG UN Equity,PPG Industries Inc,127.36,29929265152,Chemicals,Materials,Common Stock
FRC UN Equity,First Republic Bank/CA,163.96,29829967872,Banks,Financials,Common Stock
NDAQ UW Equity,Nasdaq Inc,182.07,29812518912,Capital Markets,Financials,Common Stock
BAX UN Equity,Baxter International Inc,58.59,29506551808,Health Care Equipment & Supplies,Health Care,Common Stock
DD UN Equity,DuPont de Nemours Inc,58.88,29493104640,Chemicals,Materials,Common Stock
ROST UW Equity,Ross Stores Inc,84.23,29474299904,Specialty Retail,Consumer Discretionary,Common Stock
LVS UN Equity,Las Vegas Sands Corp,38.37,29320669184,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
ON UW Equity,ON Semiconductor Corp,67.63,29299775488,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
ABC UN Equity,AmerisourceBergen Corp,141.31,29287641088,Health Care Providers & Services,Health Care,Common Stock
ROK UN Equity,Rockwell Automation Inc,252.24,29117419520,Electrical Equipment,Industrials,Common Stock
AMP UN Equity,Ameriprise Financial Inc,269.06,29103015936,Capital Markets,Financials,Common Stock
AME UN Equity,AMETEK Inc,126.25,28984262656,Electrical Equipment,Industrials,Common Stock
AVB UN Equity,AvalonBay Communities Inc,204.91,28652754944,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
AWK UN Equity,American Water Works Co Inc,155.64,28293246976,Water Utilities,Utilities,Common Stock
EQR UN Equity,Equity Residential,75.22,28291614720,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
GWW UN Equity,WW Grainger Inc,556.02,28285401088,Trading Companies & Distributors,Industrials,Common Stock
TROW UW Equity,T Rowe Price Group Inc,125.04,28220481536,Capital Markets,Financials,Common Stock
DFS UN Equity,Discover Financial Services,102.35,27959083008,Consumer Finance,Financials,Common Stock
LYB UN Equity,LyondellBasell Industries NV,85.61,27926495232,Chemicals,Materials,Common Stock
ALB UN Equity,Albemarle Corp,237.99,27875473408,Chemicals,Materials,Common Stock
CBRE UN Equity,CBRE Group Inc,83.97,26968768512,Real Estate Management & Development,Real Estate,Common Stock
HRL UN Equity,Hormel Foods Corp,48.91,26707578880,Food Products,Consumer Staples,Common Stock
APTV UN Equity,Aptiv PLC,98.41,26662494208,Auto Components,Consumer Discretionary,Common Stock
DHI UN Equity,DR Horton Inc,76.35,26530211840,Household Durables,Consumer Discretionary,Common Stock
EXR UN Equity,Extra Space Storage Inc,197.22,26410131456,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
OKE UN Equity,ONEOK Inc,58.55,26149367808,"Oil, Gas & Consumable Fuels",Energy,Common Stock
ARE UN Equity,Alexandria Real Estate Equities Inc,159.78,26071029760,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
EIX UN Equity,Edison International,68.26,26036547584,Electric Utilities,Utilities,Common Stock
EFX UN Equity,Equifax Inc,212.45,26003927040,Professional Services,Industrials,Common Stock
WY UN Equity,Weyerhaeuser Co,35.12,25999863808,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
STT UN Equity,State Street Corp,70.66,25975984128,Capital Markets,Financials,Common Stock
EBAY UW Equity,eBay Inc,47.28,25974112256,Internet & Direct Marketing Retail,Consumer Discretionary,Common Stock
K UN Equity,Kellogg Co,75.04,25522085888,Food Products,Consumer Staples,Common Stock
WST UN Equity,West Pharmaceutical Services Inc,341.7,25302196224,Life Sciences Tools & Services,Health Care,Common Stock
HAL UN Equity,Halliburton Co,27.79,25203982336,Energy Equipment & Services,Energy,Common Stock
DTE UN Equity,DTE Energy Co,129.1,25012074496,Multi-Utilities,Utilities,Common Stock
MPWR UW Equity,Monolithic Power Systems Inc,532.33,24907188224,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
ANSS UW Equity,ANSYS Inc,285.48,24856363008,Software,Information Technology,Common Stock
EPAM UN Equity,EPAM Systems Inc,427.39,24518266880,IT Services,Information Technology,Common Stock
BKR UW Equity,Baker Hughes Co,24.06,24511229952,Energy Equipment & Services,Energy,Common Stock
SIVB UW Equity,SVB Financial Group,413.21,24412995584,Banks,Financials,Common Stock
CDW UW Equity,CDW Corp/DE,179.69,24301856768,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
CEG UW Equity,Constellation Energy Corp,74.3,24271130624,Electric Utilities,Utilities,Common Stock
LEN UN Equity,Lennar Corp,84.73,24032892928,Household Durables,Consumer Discretionary,Common Stock
ETR UN Equity,Entergy Corp,117.74,23950434304,Electric Utilities,Utilities,Common Stock
DRE UN Equity,Duke Realty Corp,62.12,23905964032,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
FITB UW Equity,Fifth Third Bancorp,34.67,23790192640,Banks,Financials,Common Stock
ZBH UN Equity,Zimmer Biomet Holdings Inc,113.26,23764162560,Health Care Equipment & Supplies,Health Care,Common Stock
MKC UN Equity,McCormick & Co Inc/MD,88.33,23695798272,Food Products,Consumer Staples,Common Stock
AEE UN Equity,Ameren Corp,91.3,23563755520,Multi-Utilities,Utilities,Common Stock
IT UN Equity,Gartner Inc,295.44,23367501824,IT Services,Information Technology,Common Stock
FTV UN Equity,Fortive Corp,65.27,23216345088,Machinery,Industrials,Common Stock
LUV UN Equity,Southwest Airlines Co,38.81,23027918848,Airlines,Industrials,Common Stock
LH UN Equity,Laboratory Corp of America Holdings,254.67,23022168064,Health Care Providers & Services,Health Care,Common Stock
WTW UW Equity,Willis Towers Watson PLC,208.81,22961909760,Insurance,Financials,Common Stock
ALGN UW Equity,Align Technology Inc,293.89,22955214848,Health Care Equipment & Supplies,Health Care,Common Stock
VMC UN Equity,Vulcan Materials Co,172.02,22861625344,Construction Materials,Materials,Common Stock
URI UN Equity,United Rentals Inc,323.43,22635366400,Trading Companies & Distributors,Industrials,Common Stock
LYV UN Equity,Live Nation Entertainment Inc,96.76,22252072960,Entertainment,Communication Services,Common Stock
CTRA UN Equity,Coterra Energy Inc,27.93,22220974080,"Oil, Gas & Consumable Fuels",Energy,Common Stock
PAYC UN Equity,Paycom Software Inc,370.01,22210349056,Software,Information Technology,Common Stock
MLM UN Equity,Martin Marietta Materials Inc,355.93,22200827904,Construction Materials,Materials,Common Stock
RJF UN Equity,Raymond James Financial Inc,102.3,22045650944,Capital Markets,Financials,Common Stock
FE UN Equity,FirstEnergy Corp,38.37,21924438016,Electric Utilities,Utilities,Common Stock
GPC UN Equity,Genuine Parts Co,150.98,21353244672,Distributors,Consumer Discretionary,Common Stock
VRSN UW Equity,VeriSign Inc,198.7,21317181440,IT Services,Information Technology,Common Stock
STE UN Equity,STERIS PLC,211.98,21214965760,Health Care Equipment & Supplies,Health Care,Common Stock
TTWO UW Equity,Take-Two Interactive Software Inc,127.16,21170692096,Entertainment,Communication Services,Common Stock
CHD UN Equity,Church & Dwight Co Inc,87.0,21133115392,Household Products,Consumer Staples,Common Stock
DAL UN Equity,Delta Air Lines Inc,32.94,21121058816,Airlines,Industrials,Common Stock
FANG UW Equity,Diamondback Energy Inc,121.37,21050542080,"Oil, Gas & Consumable Fuels",Energy,Common Stock
TSCO UW Equity,Tractor Supply Co,189.36,21018976256,Specialty Retail,Consumer Discretionary,Common Stock
